LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
인사동 크라운 호텔,서울,종로구,서울 종로구 삼일대로30길 9,['반려동물 동반 불가']
바티카 호텔 동대문,서울,종로구,서울 종로구 청계천로 341,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
서울YMCA관광호텔,서울,종로구,서울 종로구 종로 69,['반려동물 동반 불가']
호텔티티 서면,부산,부산진구,부산 부산진구 새싹로 35,['반려동물 동반 불가']
사우스 반데코 호텔,부산,부산진구,부산 부산진구 서면로 6,['반려동물 동반 불가']
라이온호텔,부산,부산진구,부산 부산진구 중앙대로691번가길 14-7,['반려동물 동반 불가']
호텔 샤이어,전북,군산시,전북 군산시 소룡1길 55,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
이비스 앰배서더 부산 시티 센터,부산,부산진구,부산 부산진구 중앙대로 777,['반려동물 동반 불가']
토요코인 부산 서면,부산,부산진구,부산 부산진구 서전로 39,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
부산숙박닷컴 게스트하우스,부산,동구,부산 동구 초량중로 60,['반려동물 동반 불가']
토요코인 부산역1,부산,동구,부산 동구 중앙대로196번길 12,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
프라임관광호텔,부산,동구,부산 동구 중앙대로 399,['반려동물 동반 불가']
광장호텔,부산,동구,부산 동구 중앙대로214번길 7,['반려동물 동반 불가']
미포 오션사이드 호텔,부산,해운대구,부산 해운대구 달맞이길62번길 28,['반려동물 동반 불가']
시그니엘 부산,부산,해운대구,부산 해운대구 달맞이길 30,['반려동물 동반 불가']
소사이어티 호텔,부산,해운대구,부산광역시 해운대구 구남로12번길 37,['반려동물 동반 불가']
브라운도트호텔 송정점,부산,해운대구,부산 해운대구 송정광어골로 30,['반려동물 동반 불가']
선트리 호텔,부산,해운대구,부산 해운대구 달맞이길 209,['반려동물 동반 불가']
토요코인 부산해운대2,부산,해운대구,부산 해운대구 해운대해변로237번길 5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔포레 프리미어 해운대점,부산,해운대구,부산 해운대구 해운대해변로265번길 13-20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
파라다이스 호텔 부산,부산,해운대구,부산 해운대구 해운대해변로 296,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
송정 올라호텔,부산,해운대구,부산 해운대구 송정광어골로 49,['반려동물 동반 불가']
JB 디자인 호텔,부산,해운대구,부산 해운대구 구남로12번길 31,['반려동물 동반 불가']
인더스트리 호텔,부산,해운대구,부산 해운대구 구남로24번길 16,['반려동물 동반 불가']
리베로 호텔,부산,해운대구,부산 해운대구 구남로29번길 21,['반려동물 동반 불가']
호텔 일루아,부산,해운대구,부산 해운대구 달맞이길 97,['반려동물 동반 불가']
브라운도트 호텔 부산 사직야구장점,부산,동래구,부산 동래구 사직북로13번길 11,['반려동물 동반 불가']
레이어스 호텔 부산 하단,부산,사하구,부산 사하구 낙동남로 1395,['반려동물 동반 불가']
브라운도트호텔 하단점,부산,사하구,부산 사하구 낙동남로1423번길 47,['반려동물 동반 불가']
브로시스 호텔,부산,중구,부산 중구 구덕로48번길 4,['반려동물 동반 불가']
반달호텔,부산,중구,부산 중구 해관로 79-1,['반려동물 동반 불가']
넘버25시그니처호텔 대청점,부산,중구,부산 중구 대청로 107,['반려동물 동반 불가']
토요코인 부산중앙역,부산,중구,부산 중구 중앙대로 125,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 노아,부산,중구,부산 중구 자갈치로47번길 3-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
부산 관광 호텔,부산,중구,부산 중구 광복로97번길 23,['반려동물 동반 불가']
호텔 파라곤,부산,사상구,부산 사상구 광장로 46,['반려동물 동반 불가']
브라운도트 호텔 시그니처,부산,북구,부산 북구 만덕고개길 70,['반려동물 동반 불가']
하운드 호텔 기장,부산,기장군,부산 기장군 일광면 해송3로 2,['반려동물 동반 불가']
동부산온천호텔,부산,기장군,부산 기장군 장안읍 장안로 38,['반려동물 동반 불가']
부산 비치 호텔 부산 송도,부산,서구,부산 서구 등대로 113,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
르 이데아 호텔,부산,남구,부산 남구 유엔평화로 35,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베이 하운드 호텔,부산,영도구,부산 영도구 태종로65번길 11,['반려동물 동반 불가']
오션스테이 호텔,부산,수영구,부산 수영구 광안해변로278번길 42,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 미라주,부산,수영구,부산 수영구 남천바다로33번길 15,['반려동물 동반 불가']
벡스코호스텔,부산,수영구,부산 수영구 광안해변로284번길 43,['반려동물 동반 불가']
제이스테이 게스트하우스 광안리 비치 - 호스텔,서울,송파구,서울 송파구 충민로 81-9,['반려동물 동반 불가']
오션투헤븐,부산,수영구,부산 수영구 광안해변로278번길 42,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
브라운도트 수영점,부산,수영구,부산 수영구 광안해변로278번길 42,['반려동물 동반 불가']
오션 더 포인트 호텔,부산,수영구,부산 수영구 광안해변로278번길 42,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베스트루이스해밀턴호텔광안점,부산,수영구,부산 수영구 광안해변로 276,['반려동물 동반 불가']
호텔 1,부산,수영구,부산 수영구 광안해변로 203,['반려동물 동반 불가']
호텔 런더너,부산,수영구,부산 수영구 민락본동로 12-4,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
H 에비뉴 호텔 광안리,부산,수영구,부산 수영구 민락수변로 29,['반려동물 동반 불가']
호메르스 호텔,부산,수영구,부산 수영구 광안해변로 217,['반려동물 동반 불가']
유토피아 호텔,부산,수영구,부산 수영구 무학로9번길 133,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 아쿠아 펠리스,부산,수영구,부산 수영구 광안해변로 225,['반려동물 동반 불가']
더킹호텔,부산,연제구,부산 연제구 과정로 161,['반려동물 동반 불가']
아르반 시티 호텔,부산,연제구,부산 연제구 반송로 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
시애틀 비 호텔,부산,연제구,부산 연제구 거제천로154번길 42,['반려동물 동반 불가']
다이아몬드호텔,부산,연제구,부산 연제구 월드컵대로164번길 26,['반려동물 동반 불가']
단양관광호텔 에델바이스,충북,단양군,충북 단양군 단양읍 삼봉로 31,['반려동물 동반 불가']
거성호텔,충북,음성군,충북 음성군 맹동면 장성로 107,['반려동물 동반 불가']
레이크힐스속리산호텔,충북,보은군,충북 보은군 속리산면 법주사로 305,['반려동물 동반 불가']
청풍리조트 레이크호텔,충북,제천시,충북 제천시 청풍면 청풍호로 1798,['반려동물 동반 불가']
더베이스호텔,제주,제주시,제주특별자치도 제주시 사장3길 33,['반려동물 동반 불가']
리버 호텔,충북,충주시,"충청북도 충주시 애향로 35, 봉방동, 충주","['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
THE 조선호텔 수안보,충북,충주시,충북 충주시 수안보면 조산공원길 99,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
수안보 파크 호텔,충북,충주시,충북 충주시 수안보면 탑골1길 36,['반려동물 동반 불가']
수안보상록호텔,충북,충주시,충북 충주시 수안보면 주정산로 22,['반려동물 동반 불가']
호텔뮤제오,충북,청주시,충북 청주시 흥덕구 가로수로1164번길 41-20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
세종 스파텔,충북,청주시,충북 청주시 청원구 내수읍 신기초정로 699,['반려동물 동반 불가']
더 마크 호텔,충북,청주시,충북 청주시 흥덕구 가로수로1164번길 41-34,['반려동물 동반 불가']
뉴베라관광호텔,충북,청주시,충북 청주시 흥덕구 풍년로193번길 32,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
청주 나무호텔,인천,미추홀구,인천 미추홀구 경인로435번길 7-8,['반려동물 동반 불가']
그랜드 플라자 청주,충북,청주시,충북 청주시 청원구 충청대로 114,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
레지던스 호텔 블루오션뷰,울산,울주군,울산 울주군 서생면 진하해변길 74,['반려동물 동반 불가']
호텔현대 바이 라한 울산,울산,동구,울산 동구 방어진순환도로 871,['반려동물 동반 불가']
에쉬튼호텔,울산,남구,울산 남구 중앙로213번길 8,['반려동물 동반 불가']
토요코인 울산 삼산동,울산,남구,울산 남구 삼산로 308,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
브라운도트호텔 울산신천점,울산,북구,울산 북구 매산5로 14,['반려동물 동반 불가']
여우비 호텔,울산,남구,울산 남구 산업로647번길 14,['반려동물 동반 불가']
H 호텔 울산,울산,남구,울산 남구 화합로178번길 7,['반려동물 동반 불가']
신라스테이 울산,울산,남구,울산광역시 남구 삼산로 200,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롯데시티호텔 울산,울산,남구,울산 남구 삼산로 204,['반려동물 동반 불가']
해야관광호텔,울산,남구,울산 남구 삼산로395번길 11,['반려동물 동반 불가']
울산시티호텔,울산,남구,울산 남구 삼산로 246,['반려동물 동반 불가']
롯데 호텔 울산,울산,남구,울산 남구 삼산로 282,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 다움,울산,중구,울산 중구 번영로 538,['반려동물 동반 불가']
뉴국제호텔,서울,중구,서울 중구 세종대로22길 12,['반려동물 동반 불가']
그레이스리 호텔 서울,서울,중구,서울 중구 세종대로12길 12,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
나인트리 호텔 명동,서울,중구,서울 중구 명동10길 51,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 미드시티 명동,서울,중구,서울 중구 다동길 30,['반려동물 동반 불가']
스타즈 호텔 명동 1,서울,중구,서울 중구 충무로9길 20,['반려동물 동반 불가']
라마다 플라자 바이 윈덤 돌산 여수,전남,여수시,전남 여수시 돌산읍 강남로 11,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
여수 베네치아 호텔 & 리조트,전남,여수시,전남 여수시 오동도로 61-13,['반려동물 동반 불가']
유탑 마리나 호텔 & 리조트,전남,여수시,전남 여수시 오동도로 61-15,['반려동물 동반 불가']
히든 베이 호텔,전남,여수시,전남 여수시 신월로 496-25,['반려동물 동반 불가']
소노캄 여수,전남,여수시,전남 여수시 오동도로 111,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 JCS 여수,전남,여수시,전남 여수시 돌산읍 돌산로 3169-14,['반려동물 동반 불가']
그랜드 조선 제주,제주,서귀포시,제주특별자치도 서귀포시 중문관광로72번길 60,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
WE호텔 제주,제주,서귀포시,제주특별자치도 서귀포시 1100로 453-95,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
씨에스 호텔 앤 리조트,제주,서귀포시,제주특별자치도 서귀포시 중문관광로 198,['반려동물 동반 불가']
롯데 호텔 제주,제주,제주시,제주특별자치도 제주시 도령로 83,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
제주신라호텔,제주,서귀포시,제주특별자치도 서귀포시 중문관광로72번길 75,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
더 스위트 호텔 제주,제주,서귀포시,제주특별자치도 서귀포시 중문관광로72번길 67,['반려동물 동반 불가']
롯데 호텔 부산,부산,부산진구,부산 부산진구 가야대로 772,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 농심,부산,동래구,부산 동래구 금강공원로20번길 23,['반려동물 동반 불가']
서울 신라호텔,서울,중구,서울 중구 동호로 249,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
포시즌스호텔 서울,서울,종로구,서울 종로구 새문안로 97,"['반려동물 동반 가능(객실당 1마리, 1마리당 최대 10 kg)*', '제한 사항 적용*', '반려동물 감독 필수', '먹이/물 그릇 이용 가능']"
웨스틴 조선 서울,서울,중구,서울 중구 소공로 106,['반려동물 동반 불가']
그랜드 하얏트 서울,서울,용산구,서울 용산구 소월로 322,['반려동물 동반 불가']
아바니 센트럴 부산,부산,남구,부산 남구 전포대로 133,['반려동물 동반 불가']
코오롱 씨클라우드 호텔,부산,해운대구,부산 해운대구 해운대해변로 287,['반려동물 동반 불가']
신라스테이 해운대,부산,해운대구,부산 해운대구 해운대로570번길 46,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
펠릭스 바이 STX 호텔 & 스위트,부산,해운대구,부산 해운대구 해운대로 620,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
라발스호텔,부산,영도구,부산 영도구 봉래나루로 82,['반려동물 동반 불가']
이비스 앰배서더 부산 해운대,부산,해운대구,부산 해운대구 해운대해변로237번길 12,['반려동물 동반 불가']
이비스 버젯 앰배서더 부산 해운대,부산,해운대구,부산 해운대구 해운대해변로209번길 8,['반려동물 동반 불가']
페어필드 바이 메리어트 부산,부산,해운대구,부산 해운대구 해운대해변로 314,['반려동물 동반 불가']
베스트 웨스턴 해운대 호텔,부산,해운대구,부산 해운대구 구남로 42,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
마리안느 호텔,부산,해운대구,부산 해운대구 해운대해변로 310,['반려동물 동반 불가']
베니키아 호텔 해운대,부산,해운대구,부산 해운대구 해운대해변로 317,['반려동물 동반 불가']
센텀 프리미어 호텔,부산,해운대구,부산 해운대구 센텀1로 17,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
라마다앙코르부산역 호텔,부산,동구,부산 동구 초량동 중앙대로196번길 10,['반려동물 동반 불가']
크라운 하버 호텔 부산,부산,중구,부산 중구 중앙대로 114,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스탠포드 호텔 부산,부산,중구,부산 중구 구덕로 53,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
부산 비즈니스 호텔,부산,부산진구,부산 부산진구 부전로 67,['반려동물 동반 불가']
솔라리아 니시테츠 호텔 부산,부산,부산진구,부산 부산진구 서면로 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
아르반호텔,부산,부산진구,부산 부산진구 중앙대로691번길 32,"['반려동물 동반 가능(반려견만 허용, 객실당 1마리, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수']"
